flight_date,unique_carrier,flight_num,arr_delay
06/01/2015 0:00,AA,2343,-22
07/01/2015 0:00,AA,2343,-17
08/01/2015 0:00,AA,2343,185
09/01/2015 0:00,AA,2343,-4
10/01/2015 0:00,AA,2343,-7
11/01/2015 0:00,AA,2343,22
12/01/2015 0:00,AA,2343,2
13/01/2015 0:00,AA,2343,4
14/01/2015 0:00,AA,2343,31
02/01/2015 0:00,AA,2345,28
04/01/2015 0:00,AA,2345,12
05/01/2015 0:00,AA,2345,93
06/01/2015 0:00,AA,2345,6
07/01/2015 0:00,AA,2345,12
08/01/2015 0:00,AA,2345,51
09/01/2015 0:00,AA,2345,2
10/01/2015 0:00,AA,2345,36
11/01/2015 0:00,AA,2345,15
12/01/2015 0:00,AA,2345,-12
13/01/2015 0:00,AA,2345,-8
14/01/2015 0:00,AA,2345,14
02/01/2015 0:00,AA,2345,27
04/01/2015 0:00,AA,2345,120
05/01/2015 0:00,AA,2345,48
06/01/2015 0:00,AA,2345,-11
07/01/2015 0:00,AA,2345,-6
08/01/2015 0:00,AA,2345,175
09/01/2015 0:00,AA,2345,79
10/01/2015 0:00,AA,2345,127
11/01/2015 0:00,AA,2345,40
12/01/2015 0:00,AA,2345,5
13/01/2015 0:00,AA,2345,36
14/01/2015 0:00,AA,2345,23
02/01/2015 0:00,AA,2346,-10
04/01/2015 0:00,AA,2346,59
05/01/2015 0:00,AA,2346,220
06/01/2015 0:00,AA,2346,-23
07/01/2015 0:00,AA,2346,-13
08/01/2015 0:00,AA,2346,98
09/01/2015 0:00,AA,2346,19
11/01/2015 0:00,AA,2346,42
12/01/2015 0:00,AA,2346,-4
13/01/2015 0:00,AA,2346,-6
14/01/2015 0:00,AA,2346,1
10/01/2015 0:00,AA,2346,17
03/01/2015 0:00,AA,2348,17
06/01/2015 0:00,AA,2348,24
07/01/2015 0:00,AA,2348,20
08/01/2015 0:00,AA,2348,-4
09/01/2015 0:00,AA,2348,106
10/01/2015 0:00,AA,2348,57
11/01/2015 0:00,AA,2348,12
12/01/2015 0:00,AA,2348,-4
13/01/2015 0:00,AA,2348,-23
14/01/2015 0:00,AA,2348,180
03/01/2015 0:00,AA,2348,8
06/01/2015 0:00,AA,2348,26
07/01/2015 0:00,AA,2348,0
08/01/2015 0:00,AA,2348,4
09/01/2015 0:00,AA,2348,117
10/01/2015 0:00,AA,2348,75
11/01/2015 0:00,AA,2348,-6
12/01/2015 0:00,AA,2348,-2
13/01/2015 0:00,AA,2348,-10
14/01/2015 0:00,AA,2348,163
02/01/2015 0:00,AA,2349,24
03/01/2015 0:00,AA,2349,102
04/01/2015 0:00,AA,2349,52
05/01/2015 0:00,AA,2349,392
06/01/2015 0:00,AA,2349,-18
07/01/2015 0:00,AA,2349,65
08/01/2015 0:00,AA,2349,149
09/01/2015 0:00,AA,2349,30
10/01/2015 0:00,AA,2349,55
11/01/2015 0:00,AA,2349,87
12/01/2015 0:00,AA,2349,17
13/01/2015 0:00,AA,2349,-1
14/01/2015 0:00,AA,2349,-3
02/01/2015 0:00,AA,2351,9
03/01/2015 0:00,AA,2351,10
04/01/2015 0:00,AA,2351,79
05/01/2015 0:00,AA,2351,35
06/01/2015 0:00,AA,2351,32
07/01/2015 0:00,AA,2351,175
08/01/2015 0:00,AA,2351,-8
09/01/2015 0:00,AA,2351,25
10/01/2015 0:00,AA,2351,14
11/01/2015 0:00,AA,2351,11
12/01/2015 0:00,AA,2351,2
13/01/2015 0:00,AA,2351,102
14/01/2015 0:00,AA,2351,6
02/01/2015 0:00,AA,2353,10
03/01/2015 0:00,AA,2353,50
04/01/2015 0:00,AA,2353,
05/01/2015 0:00,AA,2353,56
06/01/2015 0:00,AA,2353,-5
07/01/2015 0:00,AA,2353,-6
08/01/2015 0:00,AA,2353,
09/01/2015 0:00,AA,2353,-3
10/01/2015 0:00,AA,2353,13
11/01/2015 0:00,AA,2353,62
12/01/2015 0:00,AA,2353,16
13/01/2015 0:00,AA,2353,1
14/01/2015 0:00,AA,2353,-6
10/01/2015 0:00,AA,2354,-8
10/01/2015 0:00,AA,2354,-12
06/01/2015 0:00,AA,2354,-3
02/01/2015 0:00,AA,2355,45
03/01/2015 0:00,AA,2355,-10
04/01/2015 0:00,AA,2355,42
05/01/2015 0:00,AA,2355,2
06/01/2015 0:00,AA,2355,90
07/01/2015 0:00,AA,2355,-14
08/01/2015 0:00,AA,2355,56
09/01/2015 0:00,AA,2355,-7
10/01/2015 0:00,AA,2355,22
11/01/2015 0:00,AA,2355,-6
12/01/2015 0:00,AA,2355,-20
02/01/2015 0:00,AA,2356,-19
03/01/2015 0:00,AA,2356,
04/01/2015 0:00,AA,2356,12
05/01/2015 0:00,AA,2356,405
02/01/2015 0:00,AA,2356,-9
03/01/2015 0:00,AA,2356,-20
04/01/2015 0:00,AA,2356,-3
05/01/2015 0:00,AA,2356,408
02/01/2015 0:00,AA,2357,-3
03/01/2015 0:00,AA,2357,-9
04/01/2015 0:00,AA,2357,-5
05/01/2015 0:00,AA,2357,-5
06/01/2015 0:00,AA,2357,-6
07/01/2015 0:00,AA,2357,-25
08/01/2015 0:00,AA,2357,-27
09/01/2015 0:00,AA,2357,-18
10/01/2015 0:00,AA,2357,-13
11/01/2015 0:00,AA,2357,-6
12/01/2015 0:00,AA,2357,3
13/01/2015 0:00,AA,2357,11
14/01/2015 0:00,AA,2357,-7
06/01/2015 0:00,AA,2357,11
07/01/2015 0:00,AA,2357,10
08/01/2015 0:00,AA,2357,-3
09/01/2015 0:00,AA,2357,4
10/01/2015 0:00,AA,2357,-12
11/01/2015 0:00,AA,2357,25
12/01/2015 0:00,AA,2357,-4
13/01/2015 0:00,AA,2357,-11
14/01/2015 0:00,AA,2357,-10
02/01/2015 0:00,AA,2358,21
03/01/2015 0:00,AA,2358,4
04/01/2015 0:00,AA,2358,57
05/01/2015 0:00,AA,2358,-13
06/01/2015 0:00,AA,2358,-9
07/01/2015 0:00,AA,2358,37
08/01/2015 0:00,AA,2358,152
09/01/2015 0:00,AA,2358,5
10/01/2015 0:00,AA,2358,8
11/01/2015 0:00,AA,2358,7
12/01/2015 0:00,AA,2358,
13/01/2015 0:00,AA,2358,-4
14/01/2015 0:00,AA,2358,-2
06/01/2015 0:00,AA,2358,1
07/01/2015 0:00,AA,2358,24
08/01/2015 0:00,AA,2358,142
09/01/2015 0:00,AA,2358,8
10/01/2015 0:00,AA,2358,-10
11/01/2015 0:00,AA,2358,-11
12/01/2015 0:00,AA,2358,133
13/01/2015 0:00,AA,2358,10
14/01/2015 0:00,AA,2358,-24
10/01/2015 0:00,AA,2360,-21
10/01/2015 0:00,AA,2360,16
02/01/2015 0:00,AA,2360,4
03/01/2015 0:00,AA,2360,-4
04/01/2015 0:00,AA,2360,-9
05/01/2015 0:00,AA,2360,23
02/01/2015 0:00,AA,2360,17
03/01/2015 0:00,AA,2360,5
04/01/2015 0:00,AA,2360,-17
05/01/2015 0:00,AA,2360,17
02/01/2015 0:00,AA,2361,-20
03/01/2015 0:00,AA,2361,-24
04/01/2015 0:00,AA,2361,
05/01/2015 0:00,AA,2361,45
06/01/2015 0:00,AA,2361,54
07/01/2015 0:00,AA,2361,
08/01/2015 0:00,AA,2361,43
09/01/2015 0:00,AA,2361,12
10/01/2015 0:00,AA,2361,-2
11/01/2015 0:00,AA,2361,104
12/01/2015 0:00,AA,2361,5
13/01/2015 0:00,AA,2361,-28
14/01/2015 0:00,AA,2361,-16
02/01/2015 0:00,AA,2361,-5
03/01/2015 0:00,AA,2361,10
04/01/2015 0:00,AA,2361,
05/01/2015 0:00,AA,2361,56
06/01/2015 0:00,AA,2361,54
07/01/2015 0:00,AA,2361,
08/01/2015 0:00,AA,2361,6
09/01/2015 0:00,AA,2361,22
10/01/2015 0:00,AA,2361,-10
11/01/2015 0:00,AA,2361,86
12/01/2015 0:00,AA,2361,17
13/01/2015 0:00,AA,2361,-10
14/01/2015 0:00,AA,2361,2
02/01/2015 0:00,AA,2362,11
03/01/2015 0:00,AA,2362,75
04/01/2015 0:00,AA,2362,48
05/01/2015 0:00,AA,2362,11
06/01/2015 0:00,AA,2362,-12
07/01/2015 0:00,AA,2362,-2
08/01/2015 0:00,AA,2362,-13
09/01/2015 0:00,AA,2362,16
11/01/2015 0:00,AA,2362,-3
12/01/2015 0:00,AA,2362,7
13/01/2015 0:00,AA,2362,-9
14/01/2015 0:00,AA,2362,5
02/01/2015 0:00,AA,2363,-10
03/01/2015 0:00,AA,2363,-6
05/01/2015 0:00,AA,2363,-17
06/01/2015 0:00,AA,2363,-6
07/01/2015 0:00,AA,2363,-7
08/01/2015 0:00,AA,2363,-10
09/01/2015 0:00,AA,2363,-9
10/01/2015 0:00,AA,2363,12
12/01/2015 0:00,AA,2363,49
13/01/2015 0:00,AA,2363,-6
14/01/2015 0:00,AA,2363,-9
02/01/2015 0:00,AA,2367,86
03/01/2015 0:00,AA,2367,73
04/01/2015 0:00,AA,2367,53
05/01/2015 0:00,AA,2367,74
06/01/2015 0:00,AA,2367,6
07/01/2015 0:00,AA,2367,17
08/01/2015 0:00,AA,2367,15
09/01/2015 0:00,AA,2367,8
10/01/2015 0:00,AA,2367,-8
11/01/2015 0:00,AA,2367,46
12/01/2015 0:00,AA,2367,3
13/01/2015 0:00,AA,2367,-7
14/01/2015 0:00,AA,2367,-2
02/01/2015 0:00,AA,2367,80
03/01/2015 0:00,AA,2367,60
04/01/2015 0:00,AA,2367,35
05/01/2015 0:00,AA,2367,73
06/01/2015 0:00,AA,2367,-3
07/01/2015 0:00,AA,2367,9
11/01/2015 0:00,AA,2465,89
12/01/2015 0:00,AA,2465,-9
13/01/2015 0:00,AA,2465,-12
14/01/2015 0:00,AA,2465,-25
02/01/2015 0:00,AA,2466,21
03/01/2015 0:00,AA,2466,6
04/01/2015 0:00,AA,2466,17
05/01/2015 0:00,AA,2466,36
06/01/2015 0:00,AA,2466,48
07/01/2015 0:00,AA,2466,67
08/01/2015 0:00,AA,2466,-3
09/01/2015 0:00,AA,2466,90
10/01/2015 0:00,AA,2466,10
11/01/2015 0:00,AA,2466,
12/01/2015 0:00,AA,2466,-4
13/01/2015 0:00,AA,2466,-5
14/01/2015 0:00,AA,2466,1
02/01/2015 0:00,AA,2469,22
03/01/2015 0:00,AA,2469,41
04/01/2015 0:00,AA,2469,16
05/01/2015 0:00,AA,2469,-9
06/01/2015 0:00,AA,2469,-13
07/01/2015 0:00,AA,2469,45
08/01/2015 0:00,AA,2469,-15
09/01/2015 0:00,AA,2469,-21
10/01/2015 0:00,AA,2469,0
11/01/2015 0:00,AA,2469,21
12/01/2015 0:00,AA,2469,-17
13/01/2015 0:00,AA,2469,2
14/01/2015 0:00,AA,2469,-12
02/01/2015 0:00,AA,2470,-3
03/01/2015 0:00,AA,2470,-8
04/01/2015 0:00,AA,2470,-4
05/01/2015 0:00,AA,2470,19
06/01/2015 0:00,AA,2470,8
07/01/2015 0:00,AA,2470,4
08/01/2015 0:00,AA,2470,104
09/01/2015 0:00,AA,2470,-7
10/01/2015 0:00,AA,2470,-2
11/01/2015 0:00,AA,2470,
12/01/2015 0:00,AA,2470,-5
13/01/2015 0:00,AA,2470,-11
14/01/2015 0:00,AA,2470,-11
02/01/2015 0:00,AA,2470,-6
03/01/2015 0:00,AA,2470,-2
04/01/2015 0:00,AA,2470,-21
05/01/2015 0:00,AA,2470,-21
06/01/2015 0:00,AA,2470,-9
07/01/2015 0:00,AA,2470,12
08/01/2015 0:00,AA,2470,137
09/01/2015 0:00,AA,2470,2
10/01/2015 0:00,AA,2470,5
11/01/2015 0:00,AA,2470,
12/01/2015 0:00,AA,2470,0
13/01/2015 0:00,AA,2470,-2
14/01/2015 0:00,AA,2470,4
02/01/2015 0:00,AA,2471,1
03/01/2015 0:00,AA,2471,43
04/01/2015 0:00,AA,2471,-7
05/01/2015 0:00,AA,2471,24
06/01/2015 0:00,AA,2471,-12
07/01/2015 0:00,AA,2471,-10
08/01/2015 0:00,AA,2471,-9
09/01/2015 0:00,AA,2471,-8
10/01/2015 0:00,AA,2471,-10
11/01/2015 0:00,AA,2471,-9
12/01/2015 0:00,AA,2471,1
13/01/2015 0:00,AA,2471,-11
14/01/2015 0:00,AA,2471,-7
02/01/2015 0:00,AA,2472,26
03/01/2015 0:00,AA,2472,12
04/01/2015 0:00,AA,2472,15
05/01/2015 0:00,AA,2472,-2
02/01/2015 0:00,AA,2473,-1
03/01/2015 0:00,AA,2473,35
04/01/2015 0:00,AA,2473,24
05/01/2015 0:00,AA,2473,-7
02/01/2015 0:00,AA,2310,-4
03/01/2015 0:00,AA,2310,61
04/01/2015 0:00,AA,2310,35
05/01/2015 0:00,AA,2310,12
06/01/2015 0:00,AA,2310,-7
07/01/2015 0:00,AA,2310,81
08/01/2015 0:00,AA,2310,-18
09/01/2015 0:00,AA,2310,-4
10/01/2015 0:00,AA,2310,-2
11/01/2015 0:00,AA,2310,-3
12/01/2015 0:00,AA,2310,79
13/01/2015 0:00,AA,2310,11
14/01/2015 0:00,AA,2310,8
02/01/2015 0:00,AA,2310,-17
03/01/2015 0:00,AA,2310,35
04/01/2015 0:00,AA,2310,16
05/01/2015 0:00,AA,2310,-3
06/01/2015 0:00,AA,2310,9
07/01/2015 0:00,AA,2310,53
08/01/2015 0:00,AA,2310,-12
09/01/2015 0:00,AA,2310,-16
12/01/2015 0:00,AA,2310,76
13/01/2015 0:00,AA,2310,0
14/01/2015 0:00,AA,2310,-11
02/01/2015 0:00,AA,2311,89
03/01/2015 0:00,AA,2311,-2
04/01/2015 0:00,AA,2311,5
05/01/2015 0:00,AA,2311,51
06/01/2015 0:00,AA,2311,4
07/01/2015 0:00,AA,2311,17
08/01/2015 0:00,AA,2311,171
09/01/2015 0:00,AA,2311,-20
10/01/2015 0:00,AA,2311,-21
11/01/2015 0:00,AA,2311,-17
12/01/2015 0:00,AA,2311,-18
13/01/2015 0:00,AA,2311,-18
14/01/2015 0:00,AA,2311,-18
02/01/2015 0:00,AA,2311,140
03/01/2015 0:00,AA,2311,-28
04/01/2015 0:00,AA,2311,6
05/01/2015 0:00,AA,2311,31
06/01/2015 0:00,AA,2311,-12
07/01/2015 0:00,AA,2311,10
08/01/2015 0:00,AA,2311,150
09/01/2015 0:00,AA,2311,1
10/01/2015 0:00,AA,2311,5
11/01/2015 0:00,AA,2311,-1
12/01/2015 0:00,AA,2311,-1
13/01/2015 0:00,AA,2311,1
14/01/2015 0:00,AA,2311,15
02/01/2015 0:00,AA,2312,6
03/01/2015 0:00,AA,2312,-6
04/01/2015 0:00,AA,2312,3
05/01/2015 0:00,AA,2312,249
06/01/2015 0:00,AA,2312,26
07/01/2015 0:00,AA,2312,-11
08/01/2015 0:00,AA,2312,5
09/01/2015 0:00,AA,2312,-11
10/01/2015 0:00,AA,2312,-10
11/01/2015 0:00,AA,2312,
12/01/2015 0:00,AA,2312,16
13/01/2015 0:00,AA,2312,31
14/01/2015 0:00,AA,2312,-20
02/01/2015 0:00,AA,2312,-7
03/01/2015 0:00,AA,2312,-17
04/01/2015 0:00,AA,2312,-10
05/01/2015 0:00,AA,2312,242
06/01/2015 0:00,AA,2312,18
07/01/2015 0:00,AA,2312,-14
08/01/2015 0:00,AA,2312,-23
09/01/2015 0:00,AA,2312,-11
10/01/2015 0:00,AA,2312,0
11/01/2015 0:00,AA,2312,
12/01/2015 0:00,AA,2312,-2
13/01/2015 0:00,AA,2312,18
14/01/2015 0:00,AA,2312,4
02/01/2015 0:00,AA,2314,74
03/01/2015 0:00,AA,2314,128
04/01/2015 0:00,AA,2314,114
05/01/2015 0:00,AA,2314,27
06/01/2015 0:00,AA,2314,144
07/01/2015 0:00,AA,2314,89
08/01/2015 0:00,AA,2314,10
09/01/2015 0:00,AA,2314,23
10/01/2015 0:00,AA,2314,-3
11/01/2015 0:00,AA,2314,76
12/01/2015 0:00,AA,2314,53
13/01/2015 0:00,AA,2314,-21
14/01/2015 0:00,AA,2314,-8
02/01/2015 0:00,AA,2315,3
04/01/2015 0:00,AA,2315,94
05/01/2015 0:00,AA,2315,50
06/01/2015 0:00,AA,2315,-13
07/01/2015 0:00,AA,2315,-4
08/01/2015 0:00,AA,2315,13
09/01/2015 0:00,AA,2315,-2
11/01/2015 0:00,AA,2315,81
12/01/2015 0:00,AA,2315,3
13/01/2015 0:00,AA,2315,56
14/01/2015 0:00,AA,2315,-17
02/01/2015 0:00,AA,2315,-5
03/01/2015 0:00,AA,2315,18
04/01/2015 0:00,AA,2315,39
05/01/2015 0:00,AA,2315,31
06/01/2015 0:00,AA,2315,11
07/01/2015 0:00,AA,2315,33
08/01/2015 0:00,AA,2315,-5
09/01/2015 0:00,AA,2315,11
10/01/2015 0:00,AA,2315,-8
11/01/2015 0:00,AA,2315,-11
12/01/2015 0:00,AA,2315,14
13/01/2015 0:00,AA,2315,81
14/01/2015 0:00,AA,2315,-8
02/01/2015 0:00,AA,2316,-12
03/01/2015 0:00,AA,2316,-4
04/01/2015 0:00,AA,2316,4
05/01/2015 0:00,AA,2316,-14
06/01/2015 0:00,AA,2316,-15
07/01/2015 0:00,AA,2316,-15
08/01/2015 0:00,AA,2316,-25
09/01/2015 0:00,AA,2316,1
10/01/2015 0:00,AA,2316,-18
11/01/2015 0:00,AA,2316,5
12/01/2015 0:00,AA,2316,7
02/01/2015 0:00,AA,2317,-5
03/01/2015 0:00,AA,2317,46
04/01/2015 0:00,AA,2317,47
05/01/2015 0:00,AA,2317,19
06/01/2015 0:00,AA,2317,1
07/01/2015 0:00,AA,2317,-9
08/01/2015 0:00,AA,2317,13
09/01/2015 0:00,AA,2317,-5
10/01/2015 0:00,AA,2317,-12
11/01/2015 0:00,AA,2317,-7
12/01/2015 0:00,AA,2317,14
13/01/2015 0:00,AA,2317,-4
14/01/2015 0:00,AA,2317,-11
02/01/2015 0:00,AA,2317,-12
03/01/2015 0:00,AA,2317,35
04/01/2015 0:00,AA,2317,36
05/01/2015 0:00,AA,2317,39
06/01/2015 0:00,AA,2317,3
07/01/2015 0:00,AA,2317,-2
08/01/2015 0:00,AA,2317,10
09/01/2015 0:00,AA,2317,-7
10/01/2015 0:00,AA,2317,-5
11/01/2015 0:00,AA,2317,-22
12/01/2015 0:00,AA,2317,-10
13/01/2015 0:00,AA,2317,-8
14/01/2015 0:00,AA,2317,-23
06/01/2015 0:00,AA,2318,-2
07/01/2015 0:00,AA,2318,3
08/01/2015 0:00,AA,2318,21
09/01/2015 0:00,AA,2318,
10/01/2015 0:00,AA,2318,12
11/01/2015 0:00,AA,2318,64
12/01/2015 0:00,AA,2318,-20
13/01/2015 0:00,AA,2318,
14/01/2015 0:00,AA,2318,-16
02/01/2015 0:00,AA,2318,6
03/01/2015 0:00,AA,2318,9
04/01/2015 0:00,AA,2318,22
05/01/2015 0:00,AA,2318,50
02/01/2015 0:00,AA,2318,-6
03/01/2015 0:00,AA,2318,17
04/01/2015 0:00,AA,2318,123
05/01/2015 0:00,AA,2318,91
02/01/2015 0:00,AA,2319,24
03/01/2015 0:00,AA,2319,374
04/01/2015 0:00,AA,2319,34
05/01/2015 0:00,AA,2319,33
06/01/2015 0:00,AA,2319,-13
07/01/2015 0:00,AA,2319,80
08/01/2015 0:00,AA,2319,31
09/01/2015 0:00,AA,2319,6
10/01/2015 0:00,AA,2319,-12
11/01/2015 0:00,AA,2319,38
12/01/2015 0:00,AA,2319,-4
13/01/2015 0:00,AA,2319,-9
14/01/2015 0:00,AA,2319,10
02/01/2015 0:00,AA,2319,22
04/01/2015 0:00,AA,2319,117
05/01/2015 0:00,AA,2319,163
06/01/2015 0:00,AA,2319,17
07/01/2015 0:00,AA,2319,19
08/01/2015 0:00,AA,2319,1
09/01/2015 0:00,AA,2319,4
11/01/2015 0:00,AA,2319,-15
12/01/2015 0:00,AA,2319,12
13/01/2015 0:00,AA,2319,3
14/01/2015 0:00,AA,2319,-22
02/01/2015 0:00,AA,2321,-16
03/01/2015 0:00,AA,2321,-12
04/01/2015 0:00,AA,2321,16
05/01/2015 0:00,AA,2321,136
06/01/2015 0:00,AA,2321,11
07/01/2015 0:00,AA,2321,5
08/01/2015 0:00,AA,2321,111
09/01/2015 0:00,AA,2321,21
10/01/2015 0:00,AA,2321,-2
11/01/2015 0:00,AA,2321,6
12/01/2015 0:00,AA,2321,-8
13/01/2015 0:00,AA,2321,-11
14/01/2015 0:00,AA,2321,-15
02/01/2015 0:00,AA,2321,-4
03/01/2015 0:00,AA,2321,11
04/01/2015 0:00,AA,2321,217
05/01/2015 0:00,AA,2321,185
06/01/2015 0:00,AA,2321,-15
07/01/2015 0:00,AA,2321,-5
08/01/2015 0:00,AA,2321,231
09/01/2015 0:00,AA,2321,-1
10/01/2015 0:00,AA,2321,3
11/01/2015 0:00,AA,2321,6
12/01/2015 0:00,AA,2321,5
13/01/2015 0:00,AA,2321,-13
14/01/2015 0:00,AA,2321,-22
02/01/2015 0:00,AA,2322,-3
03/01/2015 0:00,AA,2322,40
04/01/2015 0:00,AA,2322,53
05/01/2015 0:00,AA,2322,-13
06/01/2015 0:00,AA,2322,-3
07/01/2015 0:00,AA,2322,33
08/01/2015 0:00,AA,2322,29
09/01/2015 0:00,AA,2322,37
10/01/2015 0:00,AA,2322,-3
11/01/2015 0:00,AA,2322,12
12/01/2015 0:00,AA,2322,-10
13/01/2015 0:00,AA,2322,11
14/01/2015 0:00,AA,2322,-2
02/01/2015 0:00,AA,2323,33
03/01/2015 0:00,AA,2323,-20
04/01/2015 0:00,AA,2323,23
05/01/2015 0:00,AA,2323,79
06/01/2015 0:00,AA,2323,-13
07/01/2015 0:00,AA,2323,19
08/01/2015 0:00,AA,2323,-3
09/01/2015 0:00,AA,2323,9
11/01/2015 0:00,AA,2323,16
12/01/2015 0:00,AA,2323,10
13/01/2015 0:00,AA,2323,1
14/01/2015 0:00,AA,2323,-15
02/01/2015 0:00,AA,2323,232
03/01/2015 0:00,AA,2323,-1
04/01/2015 0:00,AA,2323,21
05/01/2015 0:00,AA,2323,52
06/01/2015 0:00,AA,2323,-19
07/01/2015 0:00,AA,2323,-8
08/01/2015 0:00,AA,2323,-25
09/01/2015 0:00,AA,2323,-14
11/01/2015 0:00,AA,2323,10
12/01/2015 0:00,AA,2323,-4
13/01/2015 0:00,AA,2323,-20
14/01/2015 0:00,AA,2323,-7
02/01/2015 0:00,AA,2324,3
03/01/2015 0:00,AA,2324,158
04/01/2015 0:00,AA,2324,173
05/01/2015 0:00,AA,2324,17
06/01/2015 0:00,AA,2324,0
07/01/2015 0:00,AA,2324,17
08/01/2015 0:00,AA,2324,-3
09/01/2015 0:00,AA,2324,3
10/01/2015 0:00,AA,2324,79
11/01/2015 0:00,AA,2324,251
12/01/2015 0:00,AA,2324,-12
13/01/2015 0:00,AA,2324,-14
14/01/2015 0:00,AA,2324,-6
02/01/2015 0:00,AA,2325,102
03/01/2015 0:00,AA,2325,-17
04/01/2015 0:00,AA,2325,108
05/01/2015 0:00,AA,2325,147
06/01/2015 0:00,AA,2325,4
07/01/2015 0:00,AA,2325,50
08/01/2015 0:00,AA,2325,99
09/01/2015 0:00,AA,2325,-7
10/01/2015 0:00,AA,2325,1
11/01/2015 0:00,AA,2325,52
12/01/2015 0:00,AA,2325,-9
13/01/2015 0:00,AA,2325,-16
14/01/2015 0:00,AA,2325,-20
02/01/2015 0:00,AA,2325,-4
03/01/2015 0:00,AA,2325,117
04/01/2015 0:00,AA,2325,94
05/01/2015 0:00,AA,2325,87
06/01/2015 0:00,AA,2325,5
07/01/2015 0:00,AA,2325,-17
08/01/2015 0:00,AA,2325,22
09/01/2015 0:00,AA,2325,50
10/01/2015 0:00,AA,2325,45
11/01/2015 0:00,AA,2325,32
12/01/2015 0:00,AA,2325,4
13/01/2015 0:00,AA,2325,12
14/01/2015 0:00,AA,2325,-13
02/01/2015 0:00,AA,2326,17
03/01/2015 0:00,AA,2326,-16
04/01/2015 0:00,AA,2326,-6
05/01/2015 0:00,AA,2326,-8
06/01/2015 0:00,AA,2326,92
07/01/2015 0:00,AA,2326,10
08/01/2015 0:00,AA,2326,7
09/01/2015 0:00,AA,2326,31
10/01/2015 0:00,AA,2326,-17
11/01/2015 0:00,AA,2326,47
12/01/2015 0:00,AA,2326,-9
13/01/2015 0:00,AA,2326,-5
14/01/2015 0:00,AA,2326,23
06/01/2015 0:00,AA,2327,-13
07/01/2015 0:00,AA,2327,12
08/01/2015 0:00,AA,2327,15
09/01/2015 0:00,AA,2327,-8
10/01/2015 0:00,AA,2327,7
11/01/2015 0:00,AA,2327,-18
12/01/2015 0:00,AA,2327,-23
13/01/2015 0:00,AA,2327,-21
14/01/2015 0:00,AA,2327,-5
02/01/2015 0:00,AA,2327,21
03/01/2015 0:00,AA,2327,4
04/01/2015 0:00,AA,2327,29
05/01/2015 0:00,AA,2327,43
06/01/2015 0:00,AA,2327,-44
07/01/2015 0:00,AA,2327,-30
08/01/2015 0:00,AA,2327,-4
09/01/2015 0:00,AA,2327,-23
10/01/2015 0:00,AA,2327,38
11/01/2015 0:00,AA,2327,4
12/01/2015 0:00,AA,2327,-21
13/01/2015 0:00,AA,2327,-35
14/01/2015 0:00,AA,2327,-38
02/01/2015 0:00,AA,2328,-12
04/01/2015 0:00,AA,2328,5
05/01/2015 0:00,AA,2328,10
06/01/2015 0:00,AA,2328,14
07/01/2015 0:00,AA,2328,73
08/01/2015 0:00,AA,2328,7
09/01/2015 0:00,AA,2328,20
10/01/2015 0:00,AA,2328,-1
12/01/2015 0:00,AA,2328,-10
13/01/2015 0:00,AA,2328,6
14/01/2015 0:00,AA,2328,-20
10/01/2015 0:00,AA,2330,-15
11/01/2015 0:00,AA,2330,-22
10/01/2015 0:00,AA,2330,-6
11/01/2015 0:00,AA,2330,-28
02/01/2015 0:00,AA,2330,35
03/01/2015 0:00,AA,2330,22
04/01/2015 0:00,AA,2330,31
05/01/2015 0:00,AA,2330,17
02/01/2015 0:00,AA,2427,118
03/01/2015 0:00,AA,2427,51
04/01/2015 0:00,AA,2427,0
05/01/2015 0:00,AA,2427,-5
06/01/2015 0:00,AA,2427,34
07/01/2015 0:00,AA,2427,-12
08/01/2015 0:00,AA,2427,-16
09/01/2015 0:00,AA,2427,2
10/01/2015 0:00,AA,2427,2
11/01/2015 0:00,AA,2427,83
12/01/2015 0:00,AA,2427,-13
13/01/2015 0:00,AA,2427,40
14/01/2015 0:00,AA,2427,15
02/01/2015 0:00,AA,2428,2
03/01/2015 0:00,AA,2428,0
04/01/2015 0:00,AA,2428,56
05/01/2015 0:00,AA,2428,10
06/01/2015 0:00,AA,2428,-1
07/01/2015 0:00,AA,2428,-1
08/01/2015 0:00,AA,2428,-5
09/01/2015 0:00,AA,2428,-1
10/01/2015 0:00,AA,2428,4
11/01/2015 0:00,AA,2428,24
12/01/2015 0:00,AA,2428,-3
13/01/2015 0:00,AA,2428,-15
14/01/2015 0:00,AA,2428,-26
02/01/2015 0:00,AA,2429,109
03/01/2015 0:00,AA,2429,-22
04/01/2015 0:00,AA,2429,-11
05/01/2015 0:00,AA,2429,5
06/01/2015 0:00,AA,2429,25
07/01/2015 0:00,AA,2429,30
08/01/2015 0:00,AA,2429,-4
09/01/2015 0:00,AA,2429,1
10/01/2015 0:00,AA,2429,-12
11/01/2015 0:00,AA,2429,-16
12/01/2015 0:00,AA,2429,15
13/01/2015 0:00,AA,2429,-4
14/01/2015 0:00,AA,2429,7
02/01/2015 0:00,AA,2430,8
03/01/2015 0:00,AA,2430,3
04/01/2015 0:00,AA,2430,0
05/01/2015 0:00,AA,2430,20
06/01/2015 0:00,AA,2430,17
07/01/2015 0:00,AA,2430,-2
08/01/2015 0:00,AA,2430,-1
09/01/2015 0:00,AA,2430,-7
10/01/2015 0:00,AA,2430,2
